eventID,occurrenceID,scientificName,scientificNameID,vernacularName,occurrenceStatus,parentNameUsageID,taxonomicStatus,scientificNameAuthorship,kingdom,phylum,class,order,family,genus,taxonRank,associatedTaxa,associatedOccurrences,basisOfRecord
IYS:GoA2019_Stn42:trawl,IYS:GoA2019_Stn42:trawl:M0183,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn42:trawl,IYS:GoA2019_Stn42:trawl:M0183:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn42:trawl:M0183,PreservedSpecimen
IYS:GoA2019_Stn42:trawl,IYS:GoA2019_Stn42:trawl:M0183:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn42:trawl:M0183,PreservedSpecimen
IYS:GoA2019_Stn42:trawl,IYS:GoA2019_Stn42:trawl:M0183:p:pa_pse,Parvicapsula pseudobranchicola,urn:lsid:marinespecies.org:taxname:465144,NA,present,120270,accepted,"Karlsbakk, Saether, Hostlund, Fjellsoy & Nylund, 2002",Animalia,Cnidaria,Myxozoa,Bivalvulida,Parvicapsulidae,Parvicapsula,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn42:trawl:M0183,PreservedSpecimen
IYS:GoA2019_Stn42:trawl,IYS:GoA2019_Stn42:trawl:M0183:p:sp_des,Sphaerothecum destruens,urn:lsid:marinespecies.org:taxname:1476539,NA,present,1476538,accepted,"Arkush, Mendoza, Adkison & Hedrick, 2003",Protozoa,Choanozoa,Ichthyosporea,NA,NA,Sphaerothecum,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn42:trawl:M0183,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0184,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,Coho salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0184:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0184,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0184:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0184,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0185,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,Coho salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0185:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0185,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0185:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0185,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0185:p:ver,Betanodavirus,urn:lsid:marinespecies.org:taxname:600389,NA,present,600103,accepted,NA,Viruses,NA,NA,NA,Nodaviridae,Betanodavirus,Genus,"""Pathogen found on"" : ""Coho salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0185,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0186,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0186:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0186,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0186:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0186,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0186:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0186,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0186:p:pa_pse,Parvicapsula pseudobranchicola,urn:lsid:marinespecies.org:taxname:465144,NA,present,120270,accepted,"Karlsbakk, Saether, Hostlund, Fjellsoy & Nylund, 2002",Animalia,Cnidaria,Myxozoa,Bivalvulida,Parvicapsulidae,Parvicapsula,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0186,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0187,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0187:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0187,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0187:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0187,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0188,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0188:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0188,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0189,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0189:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0189,PreservedSpecimen
IYS:GoA2019_Stn43:trawl,IYS:GoA2019_Stn43:trawl:M0189:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn43:trawl:M0189,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0190,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0190:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0190,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0190:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0190,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0190:p:IcD,Ichthyobodo ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0190,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0190:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0190,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0190:p:pa_pse,Parvicapsula pseudobranchicola,urn:lsid:marinespecies.org:taxname:465144,NA,present,120270,accepted,"Karlsbakk, Saether, Hostlund, Fjellsoy & Nylund, 2002",Animalia,Cnidaria,Myxozoa,Bivalvulida,Parvicapsulidae,Parvicapsula,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0190,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0191,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0191:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0191,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0191:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0191,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0191:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0191,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0192,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0192:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0192,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0192:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0192,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0192:p:IcD,Ichthyobodo ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0192,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0192:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0192,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0192:p:pa_pse,Parvicapsula pseudobranchicola,urn:lsid:marinespecies.org:taxname:465144,NA,present,120270,accepted,"Karlsbakk, Saether, Hostlund, Fjellsoy & Nylund, 2002",Animalia,Cnidaria,Myxozoa,Bivalvulida,Parvicapsulidae,Parvicapsula,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0192,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0193,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0193:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0193,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0193:p:pa_pse,Parvicapsula pseudobranchicola,urn:lsid:marinespecies.org:taxname:465144,NA,present,120270,accepted,"Karlsbakk, Saether, Hostlund, Fjellsoy & Nylund, 2002",Animalia,Cnidaria,Myxozoa,Bivalvulida,Parvicapsulidae,Parvicapsula,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0193,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0194,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0194:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0194,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0194:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0194,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0194:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0194,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0194:p:pa_pse,Parvicapsula pseudobranchicola,urn:lsid:marinespecies.org:taxname:465144,NA,present,120270,accepted,"Karlsbakk, Saether, Hostlund, Fjellsoy & Nylund, 2002",Animalia,Cnidaria,Myxozoa,Bivalvulida,Parvicapsulidae,Parvicapsula,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0194,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0195,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0195:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0195,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0195:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0195,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0196,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0196:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0196,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0196:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0196,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0196:p:lo_sal,Loma ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0196,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0197,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0197:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0197,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0197:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0197,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0197:p:pa_pse,Parvicapsula pseudobranchicola,urn:lsid:marinespecies.org:taxname:465144,NA,present,120270,accepted,"Karlsbakk, Saether, Hostlund, Fjellsoy & Nylund, 2002",Animalia,Cnidaria,Myxozoa,Bivalvulida,Parvicapsulidae,Parvicapsula,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0197,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0198,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,Chum salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0198:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0198,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0198:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0198,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0198:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0198,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0198:p:IcD,Ichthyobodo ,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0198,PreservedSpecimen
IYS:GoA2019_Stn44:trawl,IYS:GoA2019_Stn44:trawl:M0198:p:pa_pse,Parvicapsula pseudobranchicola,urn:lsid:marinespecies.org:taxname:465144,NA,present,120270,accepted,"Karlsbakk, Saether, Hostlund, Fjellsoy & Nylund, 2002",Animalia,Cnidaria,Myxozoa,Bivalvulida,Parvicapsulidae,Parvicapsula,Species,"""Pathogen found on"" : ""Chum salmon"" ",Pathogen found on: IYS:GoA2019_Stn44:trawl:M0198,PreservedSpecimen
IYS:GoA2019_Stn45:trawl,IYS:GoA2019_Stn45:trawl:M0199,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,Chinook salmon,present,126140,accepted,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Species,,,PreservedSpecimen
IYS:GoA2019_Stn45:trawl,IYS:GoA2019_Stn45:trawl:M0199:p:c_b_cys,Candidatus Branchiomonas cysticola,urn:lsid:marinespecies.org:taxname:1476535,NA,present,1476534,accepted,"Toenshoff et al., 2012",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales incertae sedis,Candidatus Branchiomonas,Species,"""Pathogen found on"" : ""Chinook salmon"" ",Pathogen found on: IYS:GoA2019_Stn45:trawl:M0199,PreservedSpecimen
IYS:GoA2019_Stn45:trawl,IYS:GoA2019_Stn45:trawl:M0199:p:ce_sha,Ceratonova shasta,urn:lsid:marinespecies.org:taxname:990442,NA,present,990421,accepted,"(Noble, 1950)",Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratonova,Species,"""Pathogen found on"" : ""Chinook salmon"" ",Pathogen found on: IYS:GoA2019_Stn45:trawl:M0199,PreservedSpecimen
IYS:GoA2019_Stn45:trawl,IYS:GoA2019_Stn45:trawl:M0199:p:hkg,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Pathogen found on"" : ""Chinook salmon"" ",Pathogen found on: IYS:GoA2019_Stn45:trawl:M0199,PreservedSpecimen
IYS:GoA2019_Stn45:trawl,IYS:GoA2019_Stn45:trawl:M0199:p:ic_hof,Ichthyophonus hoferi,urn:lsid:marinespecies.org:taxname:1476517,NA,present,1476516,accepted,"Plehn & Mulsow, 1911",Protozoa,Choanozoa,Ichthyosporea,Eccrinida,Ichthyophonidae,Ichthyophonus,Species,"""Pathogen found on"" : ""Chinook salmon"" ",Pathogen found on: IYS:GoA2019_Stn45:trawl:M0199,PreservedSpecimen
IYS:GoA2019_Stn45:trawl,IYS:GoA2019_Stn45:trawl:M0199:p:pa_pse,Parvicapsula pseudobranchicola,urn:lsid:marinespecies.org:taxname:465144,NA,present,120270,accepted,"Karlsbakk, Saether, Hostlund, Fjellsoy & Nylund, 2002",Animalia,Cnidaria,Myxozoa,Bivalvulida,Parvicapsulidae,Parvicapsula,Species,"""Pathogen found on"" : ""Chinook salmon"" ",Pathogen found on: IYS:GoA2019_Stn45:trawl:M0199,PreservedSpecimen
IYS:GoA2019_Stn45:trawl,IYS:GoA2019_Stn45:trawl:M0199:p:pa_ther,Desmozoon lepeophtherii,urn:lsid:marinespecies.org:taxname:565086,NA,present,565085,accepted,"Freeman & Sommerville, 2009",Fungi,Microsporidia,Microsporea,Chytridiopsida,Enterocytozoonidae,Desmozoon,Species,"""Pathogen found on"" : ""Chinook salmon"" ",Pathogen found on: IYS:GoA2019_Stn45:trawl:M0199,PreservedSpecimen
