eventID,measurementID,measurementType,measurementTypeID,measurementValue,measurementUnit,measurementUnitID,measurementValueID,occurrenceID
NA,IYS:GoA2020_Stn:23:bongo_occ:1716:ind_total,ind_total, ,160,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1716
NA,IYS:GoA2020_Stn:23:bongo_occ:1716:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,8.839779006,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1716
NA,IYS:GoA2020_Stn:23:bongo_occ:1716:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,3.259319617,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1716
NA,IYS:GoA2020_Stn:23:bongo_occ:1717:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C4,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1110/,IYS:GoA2020_Stn:23:bongo_occ:1717
NA,IYS:GoA2020_Stn:23:bongo_occ:1717:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1717
NA,IYS:GoA2020_Stn:23:bongo_occ:1717:ind_counted,ind_counted, ,16,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1717
NA,IYS:GoA2020_Stn:23:bongo_occ:1717:ind_total,ind_total, ,16,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1717
NA,IYS:GoA2020_Stn:23:bongo_occ:1717:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.8839779006,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1717
NA,IYS:GoA2020_Stn:23:bongo_occ:1717:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.3259319617,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1717
NA,IYS:GoA2020_Stn:23:bongo_occ:1718:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C5,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/,IYS:GoA2020_Stn:23:bongo_occ:1718
NA,IYS:GoA2020_Stn:23:bongo_occ:1718:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1718
NA,IYS:GoA2020_Stn:23:bongo_occ:1718:ind_counted,ind_counted, ,13,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1718
NA,IYS:GoA2020_Stn:23:bongo_occ:1718:ind_total,ind_total, ,13,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1718
NA,IYS:GoA2020_Stn:23:bongo_occ:1718:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.7182320442,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1718
NA,IYS:GoA2020_Stn:23:bongo_occ:1718:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.2648197189,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1718
NA,IYS:GoA2020_Stn:23:bongo_occ:1719:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,paralarva,NA,NA, ,IYS:GoA2020_Stn:23:bongo_occ:1719
NA,IYS:GoA2020_Stn:23:bongo_occ:1719:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1719
NA,IYS:GoA2020_Stn:23:bongo_occ:1719:ind_counted,ind_counted, ,1,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1719
NA,IYS:GoA2020_Stn:23:bongo_occ:1719:ind_total,ind_total, ,1,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1719
NA,IYS:GoA2020_Stn:23:bongo_occ:1719:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.05524861878,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1719
NA,IYS:GoA2020_Stn:23:bongo_occ:1719:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.02037074761,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1719
NA,IYS:GoA2020_Stn:23:bongo_occ:1720:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1720
NA,IYS:GoA2020_Stn:23:bongo_occ:1720:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1720
NA,IYS:GoA2020_Stn:23:bongo_occ:1720:ind_counted,ind_counted, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1720
NA,IYS:GoA2020_Stn:23:bongo_occ:1720:ind_total,ind_total, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1720
NA,IYS:GoA2020_Stn:23:bongo_occ:1720:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.1104972376,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1720
NA,IYS:GoA2020_Stn:23:bongo_occ:1720:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.04074149521,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1720
NA,IYS:GoA2020_Stn:23:bongo_occ:1721:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C6,NA,NA, ,IYS:GoA2020_Stn:23:bongo_occ:1721
NA,IYS:GoA2020_Stn:23:bongo_occ:1721:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,M,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S103/,IYS:GoA2020_Stn:23:bongo_occ:1721
NA,IYS:GoA2020_Stn:23:bongo_occ:1721:ind_counted,ind_counted, ,1,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1721
NA,IYS:GoA2020_Stn:23:bongo_occ:1721:ind_total,ind_total, ,1,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1721
NA,IYS:GoA2020_Stn:23:bongo_occ:1721:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.05524861878,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1721
NA,IYS:GoA2020_Stn:23:bongo_occ:1721:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.02037074761,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1721
NA,IYS:GoA2020_Stn:23:bongo_occ:1722:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1722
NA,IYS:GoA2020_Stn:23:bongo_occ:1722:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1722
NA,IYS:GoA2020_Stn:23:bongo_occ:1722:ind_counted,ind_counted, ,20,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1722
NA,IYS:GoA2020_Stn:23:bongo_occ:1722:ind_total,ind_total, ,20,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1722
NA,IYS:GoA2020_Stn:23:bongo_occ:1722:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1.104972376,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1722
NA,IYS:GoA2020_Stn:23:bongo_occ:1722:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.4074149521,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1722
NA,IYS:GoA2020_Stn:23:bongo_occ:1723:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1723
NA,IYS:GoA2020_Stn:23:bongo_occ:1723:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,F,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/,IYS:GoA2020_Stn:23:bongo_occ:1723
NA,IYS:GoA2020_Stn:23:bongo_occ:1723:ind_counted,ind_counted, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1723
NA,IYS:GoA2020_Stn:23:bongo_occ:1723:ind_total,ind_total, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1723
NA,IYS:GoA2020_Stn:23:bongo_occ:1723:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.1104972376,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1723
NA,IYS:GoA2020_Stn:23:bongo_occ:1723:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.04074149521,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1723
NA,IYS:GoA2020_Stn:23:bongo_occ:1724:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1724
NA,IYS:GoA2020_Stn:23:bongo_occ:1724:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1724
NA,IYS:GoA2020_Stn:23:bongo_occ:1724:ind_counted,ind_counted, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1724
NA,IYS:GoA2020_Stn:23:bongo_occ:1724:ind_total,ind_total, ,2,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1724
NA,IYS:GoA2020_Stn:23:bongo_occ:1724:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.1104972376,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1724
NA,IYS:GoA2020_Stn:23:bongo_occ:1724:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.04074149521,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1724
NA,IYS:GoA2020_Stn:23:bongo_occ:1725:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1725
NA,IYS:GoA2020_Stn:23:bongo_occ:1725:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1725
NA,IYS:GoA2020_Stn:23:bongo_occ:1725:ind_counted,ind_counted, ,5,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1725
NA,IYS:GoA2020_Stn:23:bongo_occ:1725:ind_total,ind_total, ,5,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1725
NA,IYS:GoA2020_Stn:23:bongo_occ:1725:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.2762430939,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1725
NA,IYS:GoA2020_Stn:23:bongo_occ:1725:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.101853738,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1725
NA,IYS:GoA2020_Stn:23:bongo_occ:1726:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C6,NA,NA, ,IYS:GoA2020_Stn:23:bongo_occ:1726
NA,IYS:GoA2020_Stn:23:bongo_occ:1726:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,F,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/,IYS:GoA2020_Stn:23:bongo_occ:1726
NA,IYS:GoA2020_Stn:23:bongo_occ:1726:ind_counted,ind_counted, ,1,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1726
NA,IYS:GoA2020_Stn:23:bongo_occ:1726:ind_total,ind_total, ,32,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1726
NA,IYS:GoA2020_Stn:23:bongo_occ:1726:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1.767955801,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1726
NA,IYS:GoA2020_Stn:23:bongo_occ:1726:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.6518639234,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1726
NA,IYS:GoA2020_Stn:23:bongo_occ:1727:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C4,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1110/,IYS:GoA2020_Stn:23:bongo_occ:1727
NA,IYS:GoA2020_Stn:23:bongo_occ:1727:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1727
NA,IYS:GoA2020_Stn:23:bongo_occ:1727:ind_counted,ind_counted, ,25,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1727
NA,IYS:GoA2020_Stn:23:bongo_occ:1727:ind_total,ind_total, ,800,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1727
NA,IYS:GoA2020_Stn:23:bongo_occ:1727:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,44.19889503,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1727
NA,IYS:GoA2020_Stn:23:bongo_occ:1727:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,16.29659809,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1727
NA,IYS:GoA2020_Stn:23:bongo_occ:1728:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C1,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S111/,IYS:GoA2020_Stn:23:bongo_occ:1728
NA,IYS:GoA2020_Stn:23:bongo_occ:1728:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1728
NA,IYS:GoA2020_Stn:23:bongo_occ:1728:ind_counted,ind_counted, ,20,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1728
NA,IYS:GoA2020_Stn:23:bongo_occ:1728:ind_total,ind_total, ,640,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1728
NA,IYS:GoA2020_Stn:23:bongo_occ:1728:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,35.35911602,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1728
NA,IYS:GoA2020_Stn:23:bongo_occ:1728:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,13.03727847,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1728
NA,IYS:GoA2020_Stn:23:bongo_occ:1729:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C2,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S117/,IYS:GoA2020_Stn:23:bongo_occ:1729
NA,IYS:GoA2020_Stn:23:bongo_occ:1729:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1729
NA,IYS:GoA2020_Stn:23:bongo_occ:1729:ind_counted,ind_counted, ,17,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1729
NA,IYS:GoA2020_Stn:23:bongo_occ:1729:ind_total,ind_total, ,544,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1729
NA,IYS:GoA2020_Stn:23:bongo_occ:1729:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,30.05524862,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1729
NA,IYS:GoA2020_Stn:23:bongo_occ:1729:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,11.0816867,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1729
NA,IYS:GoA2020_Stn:23:bongo_occ:1730:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C3,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S118/,IYS:GoA2020_Stn:23:bongo_occ:1730
NA,IYS:GoA2020_Stn:23:bongo_occ:1730:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1730
NA,IYS:GoA2020_Stn:23:bongo_occ:1730:ind_counted,ind_counted, ,16,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1730
NA,IYS:GoA2020_Stn:23:bongo_occ:1730:ind_total,ind_total, ,512,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1730
NA,IYS:GoA2020_Stn:23:bongo_occ:1730:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,28.28729282,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1730
NA,IYS:GoA2020_Stn:23:bongo_occ:1730:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,10.42982277,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1730
NA,IYS:GoA2020_Stn:23:bongo_occ:1731:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,juvenile,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1127/,IYS:GoA2020_Stn:23:bongo_occ:1731
NA,IYS:GoA2020_Stn:23:bongo_occ:1731:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1731
NA,IYS:GoA2020_Stn:23:bongo_occ:1731:ind_counted,ind_counted, ,1,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1731
NA,IYS:GoA2020_Stn:23:bongo_occ:1731:ind_total,ind_total, ,32,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1731
NA,IYS:GoA2020_Stn:23:bongo_occ:1731:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1.767955801,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1731
NA,IYS:GoA2020_Stn:23:bongo_occ:1731:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.6518639234,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1731
NA,IYS:GoA2020_Stn:23:bongo_occ:1732:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C6,NA,NA, ,IYS:GoA2020_Stn:23:bongo_occ:1732
NA,IYS:GoA2020_Stn:23:bongo_occ:1732:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,F,NA,NA,http://vocab.nerc.ac.uk/collection/S10/current/S102/,IYS:GoA2020_Stn:23:bongo_occ:1732
NA,IYS:GoA2020_Stn:23:bongo_occ:1732:ind_counted,ind_counted, ,1,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1732
NA,IYS:GoA2020_Stn:23:bongo_occ:1732:ind_total,ind_total, ,32,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1732
NA,IYS:GoA2020_Stn:23:bongo_occ:1732:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1.767955801,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1732
NA,IYS:GoA2020_Stn:23:bongo_occ:1732:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.6518639234,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1732
NA,IYS:GoA2020_Stn:23:bongo_occ:1733:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C5,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1112/,IYS:GoA2020_Stn:23:bongo_occ:1733
NA,IYS:GoA2020_Stn:23:bongo_occ:1733:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1733
NA,IYS:GoA2020_Stn:23:bongo_occ:1733:ind_counted,ind_counted, ,3,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1733
NA,IYS:GoA2020_Stn:23:bongo_occ:1733:ind_total,ind_total, ,96,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1733
NA,IYS:GoA2020_Stn:23:bongo_occ:1733:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,5.303867403,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1733
NA,IYS:GoA2020_Stn:23:bongo_occ:1733:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1.95559177,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1733
NA,IYS:GoA2020_Stn:23:bongo_occ:1734:stage,stage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,C4,NA,NA,http://vocab.nerc.ac.uk/collection/S11/current/S1110/,IYS:GoA2020_Stn:23:bongo_occ:1734
NA,IYS:GoA2020_Stn:23:bongo_occ:1734:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,NA,NA,NA,NA,IYS:GoA2020_Stn:23:bongo_occ:1734
NA,IYS:GoA2020_Stn:23:bongo_occ:1734:ind_counted,ind_counted, ,1,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1734
NA,IYS:GoA2020_Stn:23:bongo_occ:1734:ind_total,ind_total, ,32,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,IYS:GoA2020_Stn:23:bongo_occ:1734
NA,IYS:GoA2020_Stn:23:bongo_occ:1734:abund_flow,abund_m3_flow_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,1.767955801,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1734
NA,IYS:GoA2020_Stn:23:bongo_occ:1734:abund_depth,abund_m3_depth_est,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,0.6518639234,individuals/m^3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,NA,IYS:GoA2020_Stn:23:bongo_occ:1734
