cruise,station,gear,net,sample_depth,start_latitude,start_longitude,end_latitude,end_longitude,date,start_time,depth,sample_id,universal_id_ftn,sample_type,group,scientificName,organismQuantity,size_fraction,length_mm,length_type,weight_mg,tissue,stage,preservation,sub_sample,notes,cast,eventID,occurrenceID,occurrenceStatus,organismQuantityType,scientificNameID
GoA2019,GoA2019_Stn23,Bongo,2,250,55.666666666666664,-142.99766666666667,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T05:23:00Z,3800,SS51,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,20.0,total,10.5,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn23:bongo:Net2,GoA2019_Stn23:bongo:Net2:SS51,IYS_GoA2019_zocc115,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn23,Bongo,2,250,55.666666666666664,-142.99766666666667,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T05:23:00Z,3800,SS52,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,17.0,total,5.7,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn23:bongo:Net2,GoA2019_Stn23:bongo:Net2:SS52,IYS_GoA2019_zocc116,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn23,Bongo,2,250,55.666666666666664,-142.99766666666667,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T05:23:00Z,3800,SS53,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,18.0,total,8.4,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn23:bongo:Net2,GoA2019_Stn23:bongo:Net2:SS53,IYS_GoA2019_zocc117,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn23,Bongo,2,250,55.666666666666664,-142.99766666666667,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T05:23:00Z,3800,SS54,"NA",Isotope,Chaetognath,Chaetognath (Sagitta),1,4.0,25.0,total,2.2,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn23:bongo:Net2,GoA2019_Stn23:bongo:Net2:SS54,IYS_GoA2019_zocc118,present,individuals,urn:lsid:marinespecies.org:taxname:5949
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS55_1,"NA",FA/ISO,Chaetognath,Chaetognath (Sagitta),1,4.0,30,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS55,IYS_GoA2019_zocc119,present,individuals,urn:lsid:marinespecies.org:taxname:5949
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS55_2,"NA",FA/ISO,Chaetognath,Chaetognath (Sagitta),1,4.0,21,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS55,IYS_GoA2019_zocc120,present,individuals,urn:lsid:marinespecies.org:taxname:5949
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS55_3,"NA",FA/ISO,Chaetognath,Chaetognath (Sagitta),1,4.0,22,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS55,IYS_GoA2019_zocc121,present,individuals,urn:lsid:marinespecies.org:taxname:5949
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS55_4,"NA",FA/ISO,Chaetognath,Chaetognath (Sagitta),1,4.0,24,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS55,IYS_GoA2019_zocc122,present,individuals,urn:lsid:marinespecies.org:taxname:5949
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS57_1,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,13,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS57,IYS_GoA2019_zocc123,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS57_2,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,13,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS57,IYS_GoA2019_zocc124,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS57_3,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,14,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS57,IYS_GoA2019_zocc125,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS57_4,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,14,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS57,IYS_GoA2019_zocc126,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS58_1,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,17,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS58,IYS_GoA2019_zocc127,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS58_2,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,18,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS58,IYS_GoA2019_zocc128,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS58_3,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,21,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS58,IYS_GoA2019_zocc129,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS59_1,"NA",FA/ISO,Euphausiid,Thysanoessa spinifera,1,4.0,12,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS59,IYS_GoA2019_zocc130,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS59_2,"NA",FA/ISO,Euphausiid,Thysanoessa spinifera,1,4.0,12,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS59,IYS_GoA2019_zocc131,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS59_3,"NA",FA/ISO,Euphausiid,Thysanoessa spinifera,1,4.0,13,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS59,IYS_GoA2019_zocc132,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS59_4,"NA",FA/ISO,Euphausiid,Thysanoessa spinifera,1,4.0,14,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS59,IYS_GoA2019_zocc133,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS59_5,"NA",FA/ISO,Euphausiid,Thysanoessa spinifera,1,4.0,14,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS59,IYS_GoA2019_zocc134,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS59_6,"NA",FA/ISO,Euphausiid,Thysanoessa spinifera,1,4.0,14,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS59,IYS_GoA2019_zocc135,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,SS60,"NA",FA/ISO,Copepod,Neocalanus cristatus,9,4.0,7.0,total,TBD,whole,"NA",Freeze: -20,NA,NA,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:SS60,IYS_GoA2019_zocc136,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,Z318_1,"NA",FA/ISO,Hydromedusae,Aequorea sp.,1,4.0,35,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:Z318,IYS_GoA2019_zocc137,present,individuals,urn:lsid:marinespecies.org:taxname:116998
GoA2019,GoA2019_Stn25,Bongo,2,250,55.666666666666664,-145.99683333333334,"NA","NA",2019-03-01T00:00:00Z,1899-12-31T20:30:00Z,4000,Z318_2,"NA",FA/ISO,Hydromedusae,Aequorea sp.,1,4.0,40,total,TBD,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn25:bongo:Net2,GoA2019_Stn25:bongo:Net2:Z318,IYS_GoA2019_zocc138,present,individuals,urn:lsid:marinespecies.org:taxname:116998
GoA2019,GoA2019_Stn26,Bongo,2,250,54.669333333333334,-145.986,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T04:40:00Z,4120,SS61,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,16.0,total,5.9,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn26:bongo:Net2,GoA2019_Stn26:bongo:Net2:SS61,IYS_GoA2019_zocc139,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn26,Bongo,2,250,54.669333333333334,-145.986,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T04:40:00Z,4120,SS62,"NA",FA/ISO,Euphausiid,Thysanoessa spinifera,1,4.0,16.0,total,5.7,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn26:bongo:Net2,GoA2019_Stn26:bongo:Net2:SS62,IYS_GoA2019_zocc140,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn26,Bongo,2,250,54.669333333333334,-145.986,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T04:40:00Z,4120,SS63,"NA",FA/ISO,Copepod,Neocalanus cristatus,3,4.0,6.0,total,4.2,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn26:bongo:Net2,GoA2019_Stn26:bongo:Net2:SS63,IYS_GoA2019_zocc141,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn26,Bongo,2,250,54.669333333333334,-145.986,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T04:40:00Z,4120,SS64,"NA",FA/ISO,Copepod,Neocalanus cristatus,3,4.0,6.0,total,2.9,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn26:bongo:Net2,GoA2019_Stn26:bongo:Net2:SS64,IYS_GoA2019_zocc142,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn26,Bongo,2,250,54.669333333333334,-145.986,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T04:40:00Z,4120,SS65,"NA",FA/ISO,Copepod,Neocalanus cristatus,3,4.0,6.0,total,5.5,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn26:bongo:Net2,GoA2019_Stn26:bongo:Net2:SS65,IYS_GoA2019_zocc143,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn28,Bongo,2,250,52.66833333333334,-146,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T20:40:00Z,4000,SS67,"NA",Isotope,Amphipod,Paraphronima (gracilis),1,4.0,15.0,total,7.4,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn28:bongo:Net2,GoA2019_Stn28:bongo:Net2:SS67,IYS_GoA2019_zocc144,present,individuals,urn:lsid:marinespecies.org:taxname:236597
GoA2019,GoA2019_Stn28,Bongo,2,250,52.66833333333334,-146,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T20:40:00Z,4000,SS68_1,"NA",Isotope,Euphausiid,Thysanoessa spinifera,1,4.0,15,total,NA,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn28:bongo:Net2,GoA2019_Stn28:bongo:Net2:SS68,IYS_GoA2019_zocc145,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn28,Bongo,2,250,52.66833333333334,-146,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T20:40:00Z,4000,SS68_2,"NA",Isotope,Euphausiid,Thysanoessa spinifera,1,4.0,16,total,NA,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn28:bongo:Net2,GoA2019_Stn28:bongo:Net2:SS68,IYS_GoA2019_zocc146,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn28,Bongo,2,250,52.66833333333334,-146,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T20:40:00Z,4000,SS68_3,"NA",Isotope,Euphausiid,Thysanoessa spinifera,1,4.0,17,total,NA,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn28:bongo:Net2,GoA2019_Stn28:bongo:Net2:SS68,IYS_GoA2019_zocc147,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn28,Bongo,2,250,52.66833333333334,-146,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T20:40:00Z,4000,SS69_1,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,12,total,NA,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn28:bongo:Net2,GoA2019_Stn28:bongo:Net2:SS69,IYS_GoA2019_zocc148,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn28,Bongo,2,250,52.66833333333334,-146,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T20:40:00Z,4000,SS69_2,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,13,total,NA,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn28:bongo:Net2,GoA2019_Stn28:bongo:Net2:SS69,IYS_GoA2019_zocc149,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn28,Bongo,2,250,52.66833333333334,-146,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T20:40:00Z,4000,SS69_3,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,14,total,NA,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn28:bongo:Net2,GoA2019_Stn28:bongo:Net2:SS69,IYS_GoA2019_zocc150,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn28,Bongo,2,250,52.66833333333334,-146,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T20:40:00Z,4000,SS69_4,"NA",Isotope,Euphausiid,Euphausia pacifica,1,4.0,17,total,NA,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn28:bongo:Net2,GoA2019_Stn28:bongo:Net2:SS69,IYS_GoA2019_zocc151,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn28,Bongo,2,250,52.66833333333334,-146,"NA","NA",2019-03-02T00:00:00Z,1899-12-31T20:40:00Z,4000,SS70,"NA",Isotope,Zooplankton,Radiolarians,>1,4.0,>4mm,Size fraction,29.4,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn28:bongo:Net2,GoA2019_Stn28:bongo:Net2:SS70,IYS_GoA2019_zocc152,present,individuals,urn:lsid:marinespecies.org:taxname:582421
GoA2019,GoA2019_Stn29,Bongo,2,250,51.66716666666667,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T04:45:00Z,4000,22022.0,"NA",lipid,Copepod,Neocalanus cristatus,3,2.0,6.0,total,TBD,whole,"NA",Freeze: -20,NA,Charlie sample,GoA2019_Stn29:bongo:Net2,GoA2019_Stn29:bongo:Net2:22022.0,IYS_GoA2019_zocc153,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn29,Bongo,2,250,51.66716666666667,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T04:45:00Z,4000,SS71,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,16.0,total,5.4,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn29:bongo:Net2,GoA2019_Stn29:bongo:Net2:SS71,IYS_GoA2019_zocc154,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn29,Bongo,2,250,51.66716666666667,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T04:45:00Z,4000,SS72,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,16.0,total,5.9,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn29:bongo:Net2,GoA2019_Stn29:bongo:Net2:SS72,IYS_GoA2019_zocc155,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn29,Bongo,2,250,51.66716666666667,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T04:45:00Z,4000,SS73,"NA",FA/ISO,Euphausiid,Euphausia pacifica,1,4.0,17.0,total,7.5,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn29:bongo:Net2,GoA2019_Stn29:bongo:Net2:SS73,IYS_GoA2019_zocc156,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn29,Bongo,2,250,51.66716666666667,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T04:45:00Z,4000,SS74,"NA",FA/ISO,Copepod,Neocalanus cristatus,3,2.0,6.0,total,6.3,whole,"NA",Freeze: -20,NA,From 2mm fraction of net 2,GoA2019_Stn29:bongo:Net2,GoA2019_Stn29:bongo:Net2:SS74,IYS_GoA2019_zocc157,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn29,Bongo,2,250,51.66716666666667,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T04:45:00Z,4000,SS75,"NA",FA/ISO,Copepod,Neocalanus cristatus,3,2.0,6.0,total,5.1,whole,"NA",Freeze: -20,NA,From 2mm fraction of net 2,GoA2019_Stn29:bongo:Net2,GoA2019_Stn29:bongo:Net2:SS75,IYS_GoA2019_zocc158,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn29,Bongo,2,250,51.66716666666667,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T04:45:00Z,4000,SS76,"NA",FA/ISO,Copepod,Neocalanus cristatus,3,2.0,6.0,total,5.8,whole,"NA",Freeze: -20,NA,From 2mm fraction of net 2,GoA2019_Stn29:bongo:Net2,GoA2019_Stn29:bongo:Net2:SS76,IYS_GoA2019_zocc159,present,individuals,urn:lsid:marinespecies.org:taxname:104470
GoA2019,GoA2019_Stn30,Bongo,2,250,50.666666666666664,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T13:05:00Z,3700,SS77,"NA",Isotope,Chaetognath,Chaetognath (Sagitta),13.0,4.0,23-25mm,total,35.1,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn30:bongo:Net2,GoA2019_Stn30:bongo:Net2:SS77,IYS_GoA2019_zocc160,present,individuals,urn:lsid:marinespecies.org:taxname:5949
GoA2019,GoA2019_Stn30,Bongo,2,250,50.666666666666664,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T13:05:00Z,3700,SS78,"NA",Isotope,Euphausiid,Thysanoessa spinifera,21.0,4.0,12-13mm,total,91.8,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn30:bongo:Net2,GoA2019_Stn30:bongo:Net2:SS78,IYS_GoA2019_zocc161,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn30,Bongo,2,250,50.666666666666664,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T13:05:00Z,3700,SS79,"NA",Isotope,Euphausiid,Thysanoessa spinifera,22.0,4.0,12-13mm,total,92.9,whole,"NA",Freeze: -20,NA,From > 4mm fraction of net 2,GoA2019_Stn30:bongo:Net2,GoA2019_Stn30:bongo:Net2:SS79,IYS_GoA2019_zocc162,present,individuals,urn:lsid:marinespecies.org:taxname:237874
GoA2019,GoA2019_Stn31,Bongo,2,250,49.666666666666664,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T20:50:00Z,4500,SS81_1,"NA",FA/ISO,Zooplankton,Sagitta,1,4.0,29,Size fraction,NA,whole,"NA",Freeze: -20,NA,"sagitta 29mm; E pacifica (14, 15, 16, 17, 18 - n = 5); T spinifera (12, 13mm)",GoA2019_Stn31:bongo:Net2,GoA2019_Stn31:bongo:Net2:SS81,IYS_GoA2019_zocc163,present,individuals,urn:lsid:marinespecies.org:taxname:105410
GoA2019,GoA2019_Stn31,Bongo,2,250,49.666666666666664,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T20:50:00Z,4500,SS81_2,"NA",FA/ISO,Zooplankton,E pacifica,1,4.0,14,Size fraction,NA,whole,"NA",Freeze: -20,NA,"sagitta 29mm; E pacifica (14, 15, 16, 17, 18 - n = 5); T spinifera (12, 13mm)",GoA2019_Stn31:bongo:Net2,GoA2019_Stn31:bongo:Net2:SS81,IYS_GoA2019_zocc164,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn31,Bongo,2,250,49.666666666666664,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T20:50:00Z,4500,SS81_3,"NA",FA/ISO,Zooplankton,E pacifica,1,4.0,15,Size fraction,NA,whole,"NA",Freeze: -20,NA,"sagitta 29mm; E pacifica (14, 15, 16, 17, 18 - n = 5); T spinifera (12, 13mm)",GoA2019_Stn31:bongo:Net2,GoA2019_Stn31:bongo:Net2:SS81,IYS_GoA2019_zocc165,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn31,Bongo,2,250,49.666666666666664,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T20:50:00Z,4500,SS81_4,"NA",FA/ISO,Zooplankton,E pacifica,1,4.0,16,Size fraction,NA,whole,"NA",Freeze: -20,NA,"sagitta 29mm; E pacifica (14, 15, 16, 17, 18 - n = 5); T spinifera (12, 13mm)",GoA2019_Stn31:bongo:Net2,GoA2019_Stn31:bongo:Net2:SS81,IYS_GoA2019_zocc166,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn31,Bongo,2,250,49.666666666666664,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T20:50:00Z,4500,SS81_5,"NA",FA/ISO,Zooplankton,E pacifica,1,4.0,17,Size fraction,NA,whole,"NA",Freeze: -20,NA,"sagitta 29mm; E pacifica (14, 15, 16, 17, 18 - n = 5); T spinifera (12, 13mm)",GoA2019_Stn31:bongo:Net2,GoA2019_Stn31:bongo:Net2:SS81,IYS_GoA2019_zocc167,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn31,Bongo,2,250,49.666666666666664,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T20:50:00Z,4500,SS81_6,"NA",FA/ISO,Zooplankton,E pacifica,1,4.0,18,Size fraction,NA,whole,"NA",Freeze: -20,NA,"sagitta 29mm; E pacifica (14, 15, 16, 17, 18 - n = 5); T spinifera (12, 13mm)",GoA2019_Stn31:bongo:Net2,GoA2019_Stn31:bongo:Net2:SS81,IYS_GoA2019_zocc168,present,individuals,urn:lsid:marinespecies.org:taxname:237851
GoA2019,GoA2019_Stn31,Bongo,2,250,49.666666666666664,-146,"NA","NA",2019-03-03T00:00:00Z,1899-12-31T20:50:00Z,4500,SS81_7,"NA",FA/ISO,Zooplankton,T spinifera,1,4.0,12,Size fraction,NA,whole,"NA",Freeze: -20,NA,"sagitta 29mm; E pacifica (14, 15, 16, 17, 18 - n = 5); T spinifera (12, 13mm)",GoA2019_Stn31:bongo:Net2,GoA2019_Stn31:bongo:Net2:SS81,IYS_GoA2019_zocc169,present,individuals,urn:lsid:marinespecies.org:taxname:237874
